id,key,value,type
9014609,access,private,default
9014609,highway,service,default
9014609,cfcc,A74,tiger
9014609,county,"Bartow, Georgia",tiger
9014609,reviewed,no,tiger
9014627,highway,residential,default
9014627,cfcc,A41,tiger
9014627,county,"Bartow, Georgia",tiger
9014627,reviewed,no,tiger
9014627,separated,no,tiger
9014627,source,tiger_import_dch_v0.6_20070809,tiger
9014627,tlid,30467281,tiger
9014627,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9014689,access,private,default
9014689,highway,service,default
9014689,cfcc,A74,tiger
9014689,county,"Bartow, Georgia",tiger
9014689,reviewed,no,tiger
9014689,source,tiger_import_dch_v0.6_20070809,tiger
9014689,tlid,30462056,tiger
9014689,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9014834,power,line,default
9014834,cfcc,C20,tiger
9014834,county,"Bartow, GA;Gordon, Georgia",tiger
9014834,reviewed,no,tiger
9014861,access,private,default
9014861,highway,service,default
9014861,cfcc,A74,tiger
9014861,county,"Bartow, Georgia",tiger
9014861,reviewed,no,tiger
9014864,access,private,default
9014864,highway,service,default
9014864,cfcc,A74,tiger
9014864,county,"Bartow, Georgia",tiger
9014864,reviewed,no,tiger
9014876,access,private,default
9014876,highway,service,default
9014876,cfcc,A74,tiger
9014876,county,"Bartow, Georgia",tiger
9014876,reviewed,no,tiger
9014906,highway,service,default
9014906,service,driveway,default
9014906,cfcc,A41,tiger
9014906,county,"Bartow, Georgia",tiger
9014906,reviewed,no,tiger
9014909,access,private,default
9014909,highway,service,default
9014909,service,driveway,default
9014909,cfcc,A74,tiger
9014909,county,"Bartow, Georgia",tiger
9014909,reviewed,no,tiger
9014932,highway,service,default
9014949,access,private,default
9014949,highway,service,default
9014949,service,driveway,default
9014949,cfcc,A41,tiger
9014949,county,"Bartow, Georgia",tiger
9014949,reviewed,no,tiger
9014979,access,private,default
9014979,highway,service,default
9014979,cfcc,A74,tiger
9014979,county,"Bartow, Georgia",tiger
9014979,reviewed,no,tiger
9014980,access,private,default
9014980,highway,service,default
9014980,cfcc,A74,tiger
9014980,county,"Bartow, Georgia",tiger
9014980,reviewed,no,tiger
9014981,access,private,default
9014981,highway,service,default
9014981,cfcc,A74,tiger
9014981,county,"Bartow, Georgia",tiger
9014981,reviewed,no,tiger
9014987,highway,service,default
9014987,cfcc,A41,tiger
9014987,county,"Bartow, Georgia",tiger
9014987,reviewed,no,tiger
9015033,highway,residential,default
9015033,cfcc,A41,tiger
9015033,county,"Bartow, Georgia",tiger
9015033,reviewed,no,tiger
9015057,highway,residential,default
9015057,cfcc,A41,tiger
9015057,county,"Bartow, Georgia",tiger
9015057,reviewed,no,tiger
9015057,separated,no,tiger
9015057,source,tiger_import_dch_v0.6_20070809,tiger
9015057,tlid,30441029,tiger
9015057,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015061,highway,track,default
9015061,cfcc,A51,tiger
9015061,county,"Bartow, Georgia",tiger
9015061,reviewed,no,tiger
9015061,separated,no,tiger
9015061,source,tiger_import_dch_v0.6_20070809,tiger
9015061,tlid,30441194,tiger
9015061,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015142,access,private,default
9015142,highway,service,default
9015142,cfcc,A74,tiger
9015142,county,"Bartow, Georgia",tiger
9015142,reviewed,no,tiger
9015271,highway,service,default
9015271,service,driveway,default
9015271,surface,unpaved,default
9015274,highway,service,default
9015274,service,driveway,default
9015274,surface,unpaved,default
9015295,highway,track,default
9015295,cfcc,A51,tiger
9015295,county,"Bartow, Georgia",tiger
9015295,reviewed,no,tiger
9015295,separated,no,tiger
9015295,source,tiger_import_dch_v0.6_20070809,tiger
9015295,tlid,30462808,tiger
9015295,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015302,access,private,default
9015302,highway,service,default
9015302,cfcc,A74,tiger
9015302,county,"Bartow, Georgia",tiger
9015302,reviewed,no,tiger
9015302,source,tiger_import_dch_v0.6_20070809,tiger
9015302,tlid,30462824,tiger
9015302,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015308,access,private,default
9015308,highway,service,default
9015308,cfcc,A74,tiger
9015308,county,"Bartow, Georgia",tiger
9015308,reviewed,no,tiger
9015308,source,tiger_import_dch_v0.6_20070809,tiger
9015308,tlid,30462827,tiger
9015308,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015313,access,private,default
9015313,highway,service,default
9015313,cfcc,A74,tiger
9015313,county,"Bartow, Georgia",tiger
9015313,reviewed,no,tiger
9015313,source,tiger_import_dch_v0.6_20070809,tiger
9015313,tlid,30462842,tiger
9015313,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015314,access,private,default
9015314,highway,service,default
9015314,cfcc,A74,tiger
9015314,county,"Bartow, Georgia",tiger
9015314,reviewed,no,tiger
9015314,source,tiger_import_dch_v0.6_20070809,tiger
9015314,tlid,30462845,tiger
9015314,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015316,access,private,default
9015316,highway,service,default
9015316,cfcc,A74,tiger
9015316,county,"Bartow, Georgia",tiger
9015316,reviewed,no,tiger
9015320,access,private,default
9015320,highway,service,default
9015320,cfcc,A74,tiger
9015320,county,"Bartow, Georgia",tiger
9015320,reviewed,no,tiger
9015400,access,private,default
9015400,highway,service,default
9015400,cfcc,A74,tiger
9015400,county,"Bartow, Georgia",tiger
9015400,reviewed,no,tiger
9015436,highway,track,default
9015436,surface,ground,default
9015436,cfcc,A41,tiger
9015436,county,"Bartow, Georgia",tiger
9015436,reviewed,no,tiger
9015440,access,private,default
9015440,highway,service,default
9015440,cfcc,A74,tiger
9015440,county,"Bartow, Georgia",tiger
9015440,reviewed,no,tiger
9015440,source,tiger_import_dch_v0.6_20070809,tiger
9015440,tlid,30462510,tiger
9015440,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015444,highway,service,default
9015444,surface,unpaved,default
9015444,cfcc,A41,tiger
9015444,county,"Bartow, Georgia",tiger
9015444,reviewed,no,tiger
9015474,highway,track,default
9015474,surface,ground,default
9015474,cfcc,A41,tiger
9015474,county,"Bartow, Georgia",tiger
9015474,reviewed,no,tiger
9015497,highway,primary_link,default
9015497,oneway,yes,default
9015497,cfcc,A63,tiger
9015497,county,"Bartow, Georgia",tiger
9015497,reviewed,no,tiger
9015540,highway,service,default
9015540,cfcc,A41,tiger
9015540,county,"Bartow, Georgia",tiger
9015540,reviewed,no,tiger
9015596,access,private,default
9015596,highway,service,default
9015596,cfcc,A74,tiger
9015596,county,"Bartow, Georgia",tiger
9015596,reviewed,no,tiger
9015598,highway,residential,default
9015598,cfcc,A41,tiger
9015598,county,"Bartow, Georgia",tiger
9015598,reviewed,no,tiger
9015598,separated,no,tiger
9015598,source,tiger_import_dch_v0.6_20070809,tiger
9015598,tlid,30449141,tiger
9015598,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015618,highway,residential,default
9015618,cfcc,A41,tiger
9015618,county,"Bartow, Georgia",tiger
9015618,reviewed,no,tiger
9015618,separated,no,tiger
9015618,source,tiger_import_dch_v0.6_20070809,tiger
9015618,tlid,30467273,tiger
9015618,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015620,highway,residential,default
9015620,cfcc,A41,tiger
9015620,county,"Bartow, Georgia",tiger
9015620,reviewed,no,tiger
9015624,highway,residential,default
9015624,cfcc,A41,tiger
9015624,county,"Bartow, Georgia",tiger
9015624,reviewed,no,tiger
9015624,separated,no,tiger
9015624,source,tiger_import_dch_v0.6_20070809,tiger
9015624,tlid,30462001,tiger
9015624,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015626,highway,residential,default
9015626,cfcc,A41,tiger
9015626,county,"Bartow, Georgia",tiger
9015626,reviewed,no,tiger
9015658,highway,residential,default
9015658,cfcc,A41,tiger
9015658,county,"Bartow, Georgia",tiger
9015658,reviewed,no,tiger
9015658,separated,no,tiger
9015658,source,tiger_import_dch_v0.6_20070809,tiger
9015658,tlid,30453090,tiger
9015658,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015668,highway,residential,default
9015668,name,Hardwood Ridge Drive,default
9015668,oneway,no,default
9015668,surface,asphalt,default
9015668,cfcc,A74,tiger
9015668,county,"Bartow, Georgia",tiger
9015668,reviewed,no,tiger
9015700,highway,residential,default
9015700,cfcc,A41,tiger
9015700,county,"Bartow, Georgia",tiger
9015700,reviewed,no,tiger
9015823,access,private,default
9015823,highway,service,default
9015823,service,driveway,default
9015823,cfcc,A74,tiger
9015823,county,"Bartow, Georgia",tiger
9015823,reviewed,no,tiger
9015834,access,private,default
9015834,highway,service,default
9015834,cfcc,A74,tiger
9015834,county,"Bartow, Georgia",tiger
9015834,reviewed,no,tiger
9015834,source,tiger_import_dch_v0.6_20070809,tiger
9015834,tlid,30463181,tiger
9015834,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015847,access,private,default
9015847,highway,service,default
9015847,cfcc,A74,tiger
9015847,county,"Bartow, Georgia",tiger
9015847,reviewed,no,tiger
9015860,highway,residential,default
9015860,name,George Street East,default
9015860,cfcc,A41,tiger
9015860,county,"Bartow, Georgia",tiger
9015860,reviewed,no,tiger
9015864,highway,residential,default
9015864,cfcc,A41,tiger
9015864,county,"Bartow, Georgia",tiger
9015864,reviewed,no,tiger
9015864,separated,no,tiger
9015864,source,tiger_import_dch_v0.6_20070809,tiger
9015864,tlid,30465880:30465881,tiger
9015864,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015866,highway,residential,default
9015866,cfcc,A41,tiger
9015866,county,"Bartow, Georgia",tiger
9015866,reviewed,no,tiger
9015866,separated,no,tiger
9015866,source,tiger_import_dch_v0.6_20070809,tiger
9015866,tlid,30465882,tiger
9015866,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015896,access,private,default
9015896,highway,service,default
9015896,cfcc,A74,tiger
9015896,county,"Bartow, Georgia",tiger
9015896,reviewed,no,tiger
9015896,source,tiger_import_dch_v0.6_20070809,tiger
9015896,tlid,30465757,tiger
9015896,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9015981,highway,track,default
9016040,access,private,default
9016040,highway,service,default
9016077,highway,residential,default
9016077,cfcc,A41,tiger
9016077,county,"Bartow, Georgia",tiger
9016077,reviewed,no,tiger
9016077,separated,no,tiger
9016077,source,tiger_import_dch_v0.6_20070809,tiger
9016077,tlid,30441183,tiger
9016077,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016092,highway,service,default
9016092,cfcc,A41,tiger
9016092,county,"Bartow, Georgia",tiger
9016092,reviewed,no,tiger
9016206,access,private,default
9016206,highway,service,default
9016206,cfcc,A74,tiger
9016206,county,"Bartow, Georgia",tiger
9016206,reviewed,no,tiger
9016206,source,tiger_import_dch_v0.6_20070809,tiger
9016206,tlid,30461824,tiger
9016206,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016210,access,private,default
9016210,highway,service,default
9016210,cfcc,A74,tiger
9016210,county,"Bartow, Georgia",tiger
9016210,reviewed,no,tiger
9016222,access,private,default
9016222,highway,service,default
9016222,cfcc,A74,tiger
9016222,county,"Bartow, Georgia",tiger
9016222,reviewed,no,tiger
9016222,source,tiger_import_dch_v0.6_20070809,tiger
9016222,tlid,30461995,tiger
9016222,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016228,access,private,default
9016228,highway,service,default
9016228,cfcc,A74,tiger
9016228,county,"Bartow, Georgia",tiger
9016228,reviewed,no,tiger
9016231,access,private,default
9016231,highway,service,default
9016231,cfcc,A74,tiger
9016231,county,"Bartow, Georgia",tiger
9016231,reviewed,no,tiger
9016231,source,tiger_import_dch_v0.6_20070809,tiger
9016231,tlid,30461998,tiger
9016231,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016244,access,private,default
9016244,highway,service,default
9016244,cfcc,A74,tiger
9016244,county,"Bartow, Georgia",tiger
9016244,reviewed,no,tiger
9016522,access,private,default
9016522,highway,service,default
9016522,cfcc,A74,tiger
9016522,county,"Bartow, Georgia",tiger
9016522,reviewed,no,tiger
9016526,access,private,default
9016526,highway,service,default
9016526,cfcc,A74,tiger
9016526,county,"Bartow, Georgia",tiger
9016526,reviewed,no,tiger
9016526,source,tiger_import_dch_v0.6_20070809,tiger
9016526,tlid,30462839,tiger
9016526,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016549,access,private,default
9016549,highway,service,default
9016549,cfcc,A74,tiger
9016549,county,"Bartow, Georgia",tiger
9016549,reviewed,no,tiger
9016549,source,tiger_import_dch_v0.6_20070809,tiger
9016549,tlid,30462854,tiger
9016549,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016550,highway,residential,default
9016550,cfcc,A41,tiger
9016550,county,"Bartow, Georgia",tiger
9016550,reviewed,no,tiger
9016550,separated,no,tiger
9016550,source,tiger_import_dch_v0.6_20070809,tiger
9016550,tlid,30453752,tiger
9016550,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9016710,highway,residential,default
9016710,cfcc,A41,tiger
9016710,county,"Bartow, Georgia",tiger
9016710,reviewed,no,tiger
9016733,highway,service,default
9016733,oneway,yes,default
9016733,service,parking_aisle,default
9016733,surface,asphalt,default
9016733,cfcc,A41,tiger
9016733,county,"Bartow, Georgia",tiger
9016733,reviewed,no,tiger
9016812,highway,primary_link,default
9016812,lanes,1,default
9016812,oneway,yes,default
9016812,rcn_ref,35,default
9016812,sidewalk,no,default
9016812,surface,asphalt,default
9016812,cfcc,A63,tiger
9016812,county,"Bartow, Georgia",tiger
9016812,reviewed,no,tiger
9016832,access,private,default
9016832,highway,service,default
9016832,cfcc,A74,tiger
9016832,county,"Bartow, Georgia",tiger
9016832,reviewed,no,tiger
9016832,source,tiger_import_dch_v0.6_20070809,tiger
9016832,tlid,30462413,tiger
9016832,upload_uuid,bulk_upload.pl-22c3800a-3637-4f14-a374-ff810a2bcce3,tiger
9017046,highway,residential,default
9017046,name,Gail Street,default
9017046,cfcc,A41,tiger
9017046,county,"Bartow, Georgia",tiger
9017046,name_base,Gail,tiger
9017046,name_type,Street,tiger
9017046,reviewed,no,tiger
9017046,zip_left,30103,tiger
9017046,zip_right,30103,tiger
9017063,highway,residential,default
9017063,name,Folsom Road Southeast,default
9017063,cfcc,A41,tiger
9017063,county,"Bartow, Georgia",tiger
9017063,name_base,Folsom,tiger
9017063,name_direction_suffix,Southeast,tiger
9017063,name_type,Road,tiger
9017063,reviewed,no,tiger
9017063,zip_left,30103,tiger
9017063,zip_left_1,30171,tiger
9017063,zip_right,30171,tiger
9017063,zip_right_7,30103,tiger
9017065,highway,secondary,default
9017065,name,Folsom Road Southeast,default
9017065,ref,GA 140,default
9017065,cfcc,A21,tiger
9017065,county,"Bartow, Georgia",tiger
9017065,name_base,Folsom,tiger
9017065,name_base_1,State Route 140,tiger
9017065,name_direction_suffix,Southeast,tiger
9017065,name_type,Road,tiger
9017065,reviewed,no,tiger
9017182,highway,residential,default
9017182,name,Towe Chapel Road Northwest,default
9017182,cfcc,A41,tiger
9017182,county,"Bartow, Georgia",tiger
9017182,name_base,Towe Chapel,tiger
9017182,name_direction_suffix,Northwest,tiger
9017182,name_type,Road,tiger
9017182,reviewed,no,tiger
9017784,highway,tertiary,default
9017784,name,Folsom Glade Road Northwest,default
9017784,cfcc,A41,tiger
9017784,county,"Bartow, Georgia",tiger
9017784,name_base,Folsom Glade,tiger
9017784,name_direction_suffix,Northwest,tiger
9017784,name_type,Road,tiger
9017784,reviewed,no,tiger
9017784,zip_left,30103,tiger
9017784,zip_right,30103,tiger
9017951,highway,residential,default
9017951,name,Campbell Drive,default
9017951,cfcc,A41,tiger
9017951,county,"Bartow, Georgia",tiger
9017951,name_base,Campbell,tiger
9017951,name_type,Drive,tiger
9017951,reviewed,no,tiger
9017951,zip_left,30103,tiger
9017951,zip_right,30103,tiger
9018036,highway,track,default
9018036,name,Northridge Circle,default
9018036,cfcc,A51,tiger
9018036,county,"Bartow, Georgia",tiger
9018036,name_base,Northridge,tiger
9018036,name_type,Cir,tiger
9018036,reviewed,no,tiger
9018036,zip_left,30103,tiger
9018036,zip_right,30103,tiger
9018206,highway,residential,default
9018206,name,Pearson Street,default
9018206,cfcc,A41,tiger
9018206,county,"Bartow, Georgia",tiger
9018206,name_base,Pearson,tiger
9018206,name_type,Street,tiger
9018206,reviewed,no,tiger
9018316,highway,residential,default
9018316,name,Cedar Creek Church Road,default
9018316,cfcc,A41,tiger
9018316,county,"Bartow, Georgia",tiger
9018316,name_base,Cedar Creek Church,tiger
9018316,name_type,Road,tiger
9018316,reviewed,no,tiger
9018330,highway,residential,default
9018330,name,Green Loop Road,default
9018330,cfcc,A41,tiger
9018330,county,"Bartow, Georgia",tiger
9018330,name_base,Green Loop,tiger
9018330,name_type,Road,tiger
9018330,reviewed,no,tiger
9018355,highway,residential,default
9018355,name,Mount Pleasant Road Northeast,default
9018355,cfcc,A41,tiger
9018355,county,"Bartow, Georgia",tiger
9018355,name_base,Mt Pleasant,tiger
9018355,name_direction_suffix,Northeast,tiger
9018355,name_type,Road,tiger
9018355,reviewed,no,tiger
9018355,zip_left,30139,tiger
9018355,zip_right,30139,tiger
9018359,highway,residential,default
9018359,name,Mt Pleasant Road Northeast,default
9018359,cfcc,A41,tiger
9018359,county,"Bartow, Georgia",tiger
9018359,name_base,Mt Pleasant,tiger
9018359,name_direction_suffix,Northeast,tiger
9018359,name_type,Road,tiger
9018359,reviewed,no,tiger
9018440,highway,residential,default
9018440,name,Fairmount Road,default
9018440,cfcc,A41,tiger
9018440,county,"Bartow, Georgia",tiger
9018440,name_base,Fairmont,tiger
9018440,name_type,Road,tiger
9018440,reviewed,no,tiger
9018525,highway,primary,default
9018525,lanes,2,default
9018525,name,Joe Frank Harris Parkway Northwest,default
9018525,ref,US 41;GA 3,default
9018525,cfcc,A21,tiger
9018525,county,"Bartow, Georgia",tiger
9018525,name_base,Joe Frank Harris,tiger
9018525,name_base_1,State Route 3,tiger
9018525,name_base_2,United States Highway 41,tiger
9018525,name_direction_suffix,Northwest,tiger
9018525,name_type,Pky,tiger
9018525,reviewed,no,tiger
9018525,zip_left,30103,tiger
9018610,highway,residential,default
9018610,name,Ridgeview Drive,default
9018610,cfcc,A41,tiger
9018610,county,"Bartow, Georgia",tiger
9018610,name_base,Ridgeview,tiger
9018610,name_type,Drive,tiger
9018610,reviewed,no,tiger
9018679,highway,residential,default
9018679,name,County Line Road,default
9018679,cfcc,A41,tiger
9018679,county,"Bartow, Georgia",tiger
9018679,name_base,County Line,tiger
9018679,name_type,Road,tiger
9018679,reviewed,no,tiger
9018679,zip_left,30103,tiger
9018679,zip_right,30171,tiger
9018733,highway,tertiary,default
9018733,lanes,2,default
9018733,name,Salacoa Road,default
9018733,oneway,no,default
9018733,ref,CR 302,default
9018733,surface,asphalt,default
9018733,cfcc,A41,tiger
9018733,county,"Bartow, Georgia",tiger
9018733,name_base,Saldcoa,tiger
9018733,name_type,Road,tiger
9018733,reviewed,no,tiger
9018788,highway,residential,default
9018788,name,Cagle Road Northeast,default
9018788,cfcc,A41,tiger
9018788,county,"Bartow, Georgia",tiger
9018788,name_base,Cagle,tiger
9018788,name_direction_suffix,Northeast,tiger
9018788,name_type,Road,tiger
9018788,reviewed,no,tiger
9018788,zip_left,30139,tiger
9018788,zip_right,30139,tiger
9018959,highway,residential,default
9018959,name,Carr Road,default
9018959,cfcc,A41,tiger
9018959,county,"Bartow, Georgia",tiger
9018959,name_base,Carr,tiger
9018959,name_type,Road,tiger
9018959,reviewed,no,tiger
9018959,zip_left,30103,tiger
9018959,zip_right,30103,tiger
9018984,highway,residential,default
9018984,name,Cass Street,default
9018984,cfcc,A41,tiger
9018984,county,"Bartow, Georgia",tiger
9018984,name_base,Cass,tiger
9018984,name_type,Street,tiger
9018984,reviewed,no,tiger
9018984,zip_left,30103,tiger
9018984,zip_right,30103,tiger
9019019,highway,residential,default
9019019,name,Woody Road,default
9019019,cfcc,A41,tiger
9019019,county,"Bartow, Georgia",tiger
9019019,name_base,Woody,tiger
9019019,name_type,Road,tiger
9019019,reviewed,no,tiger
9019125,highway,residential,default
9019125,name,George Street,default
9019125,cfcc,A41,tiger
9019125,county,"Bartow, Georgia",tiger
9019125,name_base,George,tiger
9019125,name_type,Street,tiger
9019125,reviewed,no,tiger
9019175,highway,unclassified,default
9019175,lanes,2,default
9019175,maxspeed,30 mph,default
9019175,name,Townsend Teague Road Northeast,default
9019175,oneway,no,default
9019175,surface,asphalt,default
9019175,cfcc,A41,tiger
9019175,county,"Bartow, Georgia",tiger
9019175,name_base,Townsend Teague,tiger
9019175,name_direction_suffix,Northeast,tiger
9019175,name_type,Road,tiger
9019175,reviewed,no,tiger
9019207,highway,residential,default
9019207,name,Northridge Point,default
9019207,cfcc,A41,tiger
9019207,county,"Bartow, Georgia",tiger
9019207,name_base,Northridge Point,tiger
9019211,highway,residential,default
9019211,name,Cochran Way,default
9019211,oneway,no,default
9019211,surface,unpaved,default
9019211,cfcc,A41,tiger
9019211,county,"Bartow, Georgia",tiger
9019211,name_base,Cochran,tiger
9019211,name_type,Way,tiger
9019211,reviewed,no,tiger
9019211,zip_left,30171,tiger
9019211,zip_right,30171,tiger
9019271,highway,residential,default
9019271,name,Bozeman Road Northwest,default
9019271,name_1,Bozeman Road,default
9019271,cfcc,A41,tiger
9019271,county,"Bartow, Georgia",tiger
9019271,name_base,Bozeman,tiger
9019271,name_base_1,Bozeman,tiger
9019271,name_direction_suffix,Northwest,tiger
9019271,name_type,Road,tiger
9019271,name_type_1,Road,tiger
9019271,reviewed,no,tiger
9019271,zip_left,30184,tiger
9019271,zip_left_1,30184,tiger
9019291,highway,unclassified,default
9019291,name,Georgia North Circle,default
9019291,name_1,Trimble Hollow Road,default
9019291,oneway,no,default
9019291,cfcc,A41,tiger
9019291,county,"Bartow, Georgia",tiger
9019291,name_base,A,tiger
9019291,name_base_1,Trimble Hollow,tiger
9019291,name_type,Street,tiger
9019291,name_type_1,Road,tiger
9019291,reviewed,no,tiger
9019291,zip_left,30103,tiger
9019333,highway,unclassified,default
9019333,name,Old Mill Road,default
9019333,cfcc,A41,tiger
9019333,county,"Bartow, Georgia",tiger
9019333,name_base,Old Mill,tiger
9019333,name_type,Road,tiger
9019333,reviewed,no,tiger
9019333,zip_left,30103,tiger
9019333,zip_left_1,30171,tiger
9019370,highway,residential,default
9019370,name,Bishop Loop,default
9019370,cfcc,A41,tiger
9019370,county,"Bartow, Georgia",tiger
9019370,name_base,Bishop,tiger
9019370,name_type,Loop,tiger
9019370,reviewed,no,tiger
9019370,zip_left,30139,tiger
9019370,zip_right,30139,tiger
9019606,highway,residential,default
9019606,name,Twin Bridges Road,default
9019606,cfcc,A41,tiger
9019606,county,"Bartow, Georgia",tiger
9019606,name_base,Twin Bridges,tiger
9019606,name_type,Road,tiger
9019606,reviewed,no,tiger
9019611,highway,residential,default
9019611,name,Twin Bridges Road,default
9019611,cfcc,A41,tiger
9019611,county,"Bartow, Georgia",tiger
9019611,name_base,Twin Bridges,tiger
9019611,name_type,Road,tiger
9019611,reviewed,no,tiger
9019718,highway,residential,default
9019718,name,Oak Grove Road,default
9019718,cfcc,A41,tiger
9019718,county,"Bartow, Georgia",tiger
9019718,name_base,Oak Grove,tiger
9019718,name_type,Road,tiger
9019718,reviewed,no,tiger
9019804,highway,residential,default
9019804,name,2nd Street,default
9019804,cfcc,A41,tiger
9019804,county,"Bartow, Georgia",tiger
9019804,name_base,2nd,tiger
9019804,name_type,Street,tiger
9019804,reviewed,no,tiger
9019804,zip_left,30103,tiger
9019804,zip_right,30103,tiger
9020451,highway,residential,default
9020451,name,Holcomb Drive,default
9020451,cfcc,A41,tiger
9020451,county,"Bartow, Georgia",tiger
9020451,name_base,Holcomb,tiger
9020451,name_type,Drive,tiger
9020451,reviewed,no,tiger
9020451,zip_left,30103,tiger
9020451,zip_right,30103,tiger
9020532,highway,residential,default
9020532,name,Ken Street,default
9020532,cfcc,A41,tiger
9020532,county,"Bartow, Georgia",tiger
9020532,name_base,Ken,tiger
9020532,name_type,Street,tiger
9020532,reviewed,no,tiger
9020532,zip_left,30103,tiger
9020532,zip_right,30103,tiger
9020720,highway,residential,default
9020720,name,Mount Pleasant Road,default
9020720,cfcc,A41,tiger
9020720,county,"Bartow, Georgia",tiger
9020720,name_base,Mount Pleasant,tiger
9020720,name_type,Road,tiger
9020720,reviewed,no,tiger
9020720,zip_left,30139,tiger
9020720,zip_right,30139,tiger
9021027,highway,residential,default
9021027,name,Chamlee Lane,default
9021027,cfcc,A41,tiger
9021027,county,"Bartow, Georgia",tiger
9021027,name_base,Chamlee,tiger
9021027,name_type,Lane,tiger
9021027,reviewed,no,tiger
9021027,zip_left,30103,tiger
9021027,zip_right,30103,tiger
9021034,highway,residential,default
9021034,name,Woody Road Northwest,default
9021034,cfcc,A41,tiger
9021034,county,"Bartow, Georgia",tiger
9021034,name_base,Woody,tiger
9021034,name_direction_suffix,Northwest,tiger
9021034,name_type,Road,tiger
9021034,reviewed,no,tiger
9021034,zip_left,30103,tiger
9021034,zip_right,30103,tiger
9021035,highway,residential,default
9021035,name,Woody Road Northwest,default
9021035,cfcc,A41,tiger
9021035,county,"Bartow, Georgia",tiger
9021035,name_base,Woody,tiger
9021035,name_direction_suffix,Northwest,tiger
9021035,name_type,Road,tiger
9021035,reviewed,no,tiger
9021038,highway,residential,default
9021038,name,Woody Road Northwest,default
9021038,cfcc,A41,tiger
9021038,county,"Bartow, Georgia",tiger
9021038,name_base,Woody,tiger
9021038,name_direction_suffix,Northwest,tiger
9021038,name_type,Road,tiger
9021038,reviewed,no,tiger
9021147,highway,secondary,default
9021147,name,Hall Station Road Northwest,default
9021147,rcn_ref,35,default
9021147,cfcc,A31:A41,tiger
9021147,county,"Bartow, Georgia",tiger
9021147,name_base,Hall Station,tiger
9021147,name_direction_suffix,Northwest,tiger
9021147,name_type,Road,tiger
9021147,reviewed,no,tiger
9021147,zip_left,30103,tiger
9021147,zip_right,30103,tiger
9021191,highway,residential,default
9021191,name,Princeton Boulevard,default
9021191,cfcc,A41,tiger
9021191,county,"Bartow, Georgia",tiger
9021191,name_base,Princeton,tiger
9021191,name_type,Blvd,tiger
9021191,reviewed,no,tiger
9021191,zip_left,30103,tiger
9021194,highway,residential,default
9021194,name,Country Line Loop No 1,default
9021194,cfcc,A41,tiger
9021194,county,"Bartow, Georgia",tiger
9021194,name_base,Country Line Loop No 1,tiger
9021194,reviewed,no,tiger
9021451,highway,residential,default
9021451,name,Hays Cemetary Loop,default
9021451,cfcc,A41,tiger
9021451,county,"Bartow, Georgia",tiger
9021451,name_base,Hays Cemetary,tiger
9021451,name_type,Loop,tiger
9021451,reviewed,no,tiger
9021451,separated,no,tiger
9021451,source,tiger_import_dch_v0.6_20070809,tiger
9021451,tlid,30441155,tiger
